Matvare ID,Matvare,Kategori,Kostholdsgrupper,Kilojoule (kJ),Kilokalorier (kcal),Vann (g),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Salt (NaCl) (g),Alkohol (g),Vitamin A (RAE) (RAE),Vitamin A (RE) (RE),Retinol (µg),Betakaroten (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Jern (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Magnesium (Mg) (mg),Sink (Zn) (mg),Selen (Se) (µg),Kobber (Cu) (mg),Fosfor (P) (mg),Jod (I) (µg),FoodEx2-klassifisering
3.26,"Reinsdyr, kjøtt, røkt",Kjøtt og fjørfe,Kjøtt og fjørfe,528,125,72,3,1.2,0,0.1,0.6,0.4,0,0.9,0.1,0.8,0.5,0.3,0,0,0,0,0.1,0,0.1,0,0.1,0.4,77,0,0,0,0,0,0,24.7,2.9,0,3,3,3,0,0,0.7,0.32,0.79,8.4,12.9,0.44,5,3.4,0,9,4.4,1150,370,27,4.4,22,0.28,260,6,A022R#F27.A01SF$F28.A07JV
3.352,"Reinsdyr, kjøtt, tørket, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,1331,318,42,17.6,7.2,0,0.2,3.3,3.2,0,8.1,0.2,4.6,0.9,1.8,0.2,0,0.1,0,0.9,0.2,0.4,0,0.7,2.6,200,0,0,0,0,0,0,40,0.6,0,21,21,21,0,0.7,0.8,0.68,1.56,13.2,20.5,0.9,24,13.8,0,34,17.3,245,1140,85,12.4,40,0.25,605,10,A04MP#F27.A01SF
3.499,"Reinsdyr, kjøtt, varmrøkt",Kjøtt og fjørfe,Kjøtt og fjørfe,511,121,74,3.2,1.4,0,0.1,0.7,0.5,0,1,0.1,0.9,0.5,0.3,0,0,0,0,0.1,0,0,0,0.1,0.4,74,0,0,0,0,0,0,23.1,3,0,3,3,3,0,0,0.9,0.21,0.59,6.6,10.8,0.33,5,4,0,14,4.1,1200,340,24,5.5,19,0.25,250,6,A022R#F27.A01SF$F28.A16ET
3.498,"Reinsdyr, stek, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,451,107,76,1.8,0.7,0,0.1,0.3,0.2,0,0.5,0,0.4,0.4,0.2,0,0,0,0,0.1,0,0,0,0.1,0.3,69,0,0,0,0,0,0,22.6,0.2,0,3,3,3,0,0,0.8,0.34,0.48,10.1,14.2,0.51,6,2.1,12,4,3.4,70,350,28,2.8,20,0.29,230,5,A01SF#F01.A056Q$F02.A0BYZ$F27.A01SF
3.181,"Reinsdyrkaker, hermetisk",Kjøtt og fjørfe,Kjøtt og fjørfe,537,128,75,5.8,2.5,0,0.1,1.2,0.9,0.1,2.5,0.2,2,0.4,0.4,0.1,0,0,0,0.1,0,0,0,0.1,0.4,33,4.9,3.8,1.1,0,0,0.1,14,2.8,0,3,3,3,1,0.1,0.3,0.05,0.14,2.2,7.1,0.08,3,1.1,4,38,1.9,1139,166,15,3.4,9,0.11,121,7,A03XG#F04.A01SF$F04.A049S$F28.A0BYP
3.162,Reinsdyrpølse,Kjøtt og fjørfe,Kjøtt og fjørfe,1628,393,43,33.2,12.2,0,0.4,6.7,4.2,0.1,14.7,0.7,12.7,3.6,3.5,0.3,0,0.1,0,0.5,0.1,0.2,0,0.7,4.1,128,1.1,0.2,0.9,0.7,0.7,0.4,22.3,4.5,0,816,817,815,12,0.5,1,0.39,1.01,7.8,11.7,0.48,23,12.2,3,33,9.3,1780,598,50,5.9,26,0.42,308,5,A024X#F02.A06AV$F04.A01SF$F28.A07KD$F28.A07KY$F28.A0C6F$F28.A0CRH
3.351,"Reinsdyrskav, fryst, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,623,149,72,7.5,3.2,0,0.1,1.5,1.4,0.1,3.6,0.1,2,0.4,0.8,0.1,0,0.1,0,0.4,0.1,0.2,0,0.3,1.2,78,0,0,0,0,0,0,20.3,0.4,0,7,7,7,0,0.3,0.4,0.19,0.43,6.4,10.1,0.3,2,2.3,0,7,3.2,140,270,20,4.9,11,0.23,200,8,A01SF#F28.A07KQ$F28.A07KV
3.353,"Ribberull, skiver",Kjøtt og fjørfe,Kjøtt og fjørfe,806,194,69,13.5,4.9,0,0.2,3,1.6,0,5.6,0.3,5.2,2.2,1.9,0.1,0,0,0,0.1,0,0,0,0.2,0.2,48,0,0,0,0,0,0,18,2.1,0,6,6,6,0,0.3,0.8,0.7,0.13,5.7,9,0.28,12,1.4,0,7,0.9,840,400,20,1.8,8,0.08,310,0,A023N#F03.A06JA
3.354,"Roastbiff, skiver",Kjøtt og fjørfe,Kjøtt og fjørfe,529,125,72,2.7,1.2,0,0.1,0.7,0.3,0.1,1.2,0.1,0.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,57,0,0,0,0,0,0,25.1,2,0,2,2,2,3,0,0.1,0.01,0.03,5.5,11.7,0.11,6,0.7,0,6,2.6,800,251,22,4.4,7,0.08,160,2,A01QX#F01.A057E$F02.A0BYZ$F03.A06JA$F17.A07MT$F27.A01QX$F31.A0C8S
3.249,"Rype, kjøtt, ovnsstekt",Kjøtt og fjørfe,Kjøtt og fjørfe,562,133,69,2.1,0.5,0,0,0.4,0.1,0,0.9,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.3,90,0,0,0,0,0,0,28.6,0.2,0,0,0,0,0,0,0.7,0,0.54,6.4,14.6,0.48,26,0.7,0,46,9.1,96,400,39,1.9,17,0.48,316,10,A01TJ#F07.A071B$F20.A07QR$F28.A07GY
3.008,"Rype, kjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,474,112,75,2,0.5,0,0,0.4,0.1,0,0.8,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.3,70,0,0,0,0,0,0,23.5,0.2,0,0,0,0,0,0,0.7,0,0.53,7.1,11.4,0.63,25,0.8,0,40,7.5,89,390,36,1.5,13,0.39,290,8,A01TJ#F20.A07QR
3.362,"Rådyr, kjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,401,95,78,1.2,0.6,0,0,0.2,0.3,0,0.3,0,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,78,0,0,0,0,0,0,21,0.2,0,8,8,8,0,0.4,0.8,0.23,0.48,6.3,10.2,0.44,6,6.3,0,10,3,60,310,40,4.8,4,0.2,250,4,A01SG
3.163,Salami,Kjøtt og fjørfe,Kjøtt og fjørfe,1775,429,42,39.5,14.4,0,0.6,8.8,4.8,0,17.7,1,16.4,5.2,4.2,0.4,0,0,0,0.2,0,0.1,0,0.5,4.6,66,0.9,0.8,0.1,0,0,0,17.6,4.9,0,12,12,11,8,0,1.2,0.34,0.26,4.1,7.3,0.24,5,1.5,10,10,1.2,1945,283,20,2.8,10,0.08,185,2,A024X#F04.A01TN
3.426,"Salami, 22 % fett",Kjøtt og fjørfe,Kjøtt og fjørfe,1240,298,53,22,8.1,0,0.4,4.7,2.8,0,9.5,0.6,8.7,2.9,2.2,0.3,0,0,0,0.1,0,0,0,0.4,2.4,71,0.1,0,0.1,0,0,0,25,4.7,0,14,15,12,23,0,0.8,0.3,0.4,5.8,10.4,0.34,5,2.5,24,14,1.9,1880,440,31,5.2,11,0.09,270,2,A024X#F07.A073K$F18.A07NK$F19.A07PR
3.425,"Salami, 38 % fett",Kjøtt og fjørfe,Kjøtt og fjørfe,1713,414,44,38,14.5,0,0.5,8.8,4.9,0,16.8,1,15.5,4,3.2,0.3,0,0,0,0.1,0,0,0,0.3,3.5,71,0.1,0,0.1,0,0,0,18,5,0,8,8,8,0,0,1.1,0.32,0.22,4.4,7.7,0.29,4,1.1,1,7,1.4,2000,330,22,3.4,11,0.08,210,2,A024X#F07.A074D$F18.A07NK$F19.A07PR
3.507,"Salami, dansk",Kjøtt og fjørfe,Kjøtt og fjørfe,2074,502,36,49,17.6,0,0.7,10.9,5.8,0,22.2,1.2,20.6,7,5.8,0.6,0,0,0,0.2,0,0.1,0,0.7,6.2,61,1.7,1.7,0.1,0,0,0,13.7,4.9,0,12,12,12,0,0,1.3,0.38,0.22,3.1,5.6,0.17,5,1.2,7,9,0.8,1950,180,13,1.3,10,0.09,130,2,A024X#F02.A06AV$F07.A074R$F18.A07NK$F19.A07PR$F28.A07KD$F28.A07KY$F28.A0C6F$F28.A0CRH
3.428,"Salami, mager",Kjøtt og fjørfe,Kjøtt og fjørfe,701,167,66,6.5,2.8,0,0.2,1.5,1,0,2.9,0.2,2.6,0.5,0.3,0.1,0,0,0,0.1,0,0,0,0.1,0.4,60,0.1,0,0.1,0,0,0,27,4.8,0,7,9,5,26,0,0.6,0.36,0.28,6.8,11.8,0.4,7,2.1,22,11,2,1920,480,35,5,12,0.09,300,2,A024X#F07.A071G$F10.A077C$F10.A0CRG$F18.A07NK$F19.A07PR
3.364,"Salsiccia, italiensk pølse",Kjøtt og fjørfe,Kjøtt og fjørfe,1127,271,55,18.3,6.4,0,0.2,3.9,2.2,0,8.7,0.4,7.9,2.2,1.8,0.2,0,0,0,0.1,0,0,0,0.2,1.8,61,4.7,4.7,0,0,0,0,21.8,2.7,0,14,13,13,2,0.4,0.1,0.83,0.24,6,10,0.47,12,0.7,74,11,1.1,1079,368,24,3.4,14,0,189,2,A025B
3.031,"Sau, fårekjøtt, lettsaltet, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,1533,371,51,35,15.7,0.1,1.4,7,6.3,1.2,12.6,0.6,11.5,2.1,0.9,0.5,0,0,0,0.2,0.1,0.1,0.1,1,1.1,52,0,0,0,0,0,0,14,4,0,24,24,24,0,0.1,0.3,0.15,0.19,4.7,7.3,0.12,2,1.3,0,25,2.4,1600,310,20,2.8,3,0.06,140,3,A01RJ#F01.A057G$F02.A0BYZ$F10.A0CJK$F27.A01RJ$F31.A0C8S
3.513,Schwarzwaldskinke,Kjøtt og fjørfe,Kjøtt og fjørfe,987,237,59,14.6,4.1,0,0.1,2.6,1.3,0,5.2,0.3,4.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0.9,78,0.8,0,0.8,0.8,0.8,0,25.5,3.6,0,0,0,0,0,0.6,0.7,0.76,0.22,6.9,11.5,0.41,0,0.5,0,5,0.8,1450,490,29,2.2,17,0.07,250,0,A022T#F02.A06AP$F27.A01RG$F28.A07KD
3.512,Serranoskinke,Kjøtt og fjørfe,Kjøtt og fjørfe,1092,262,54,15.1,4.3,0,0.1,2.8,1.3,0,5.7,0.3,5.4,1.5,1.6,0,0,0,0,0,0,0,0,0,1.6,97,0.3,0,0.3,0.3,0.3,0,31.1,4.6,0,0,0,0,0,0.6,0.4,0.52,0.29,8,13.7,0.46,0,0.6,0,16,1,1850,580,33,2.3,22,0.08,540,0,A022T#F02.A06AP$F27.A01RG$F28.A07KD
3.164,Servelat,Kjøtt og fjørfe,Kjøtt og fjørfe,824,198,69,14.5,5.4,0,0.3,3.3,1.7,0,7,0.5,6.4,1.9,1.5,0.2,0,0,0,0.1,0,0,0,0.2,1.6,33,7.1,6,1.1,0.9,0.9,0,9.9,2.4,0,7,7,7,0,0,0.3,0.28,0.11,2.5,4.3,0.12,4,0.6,37,11,0.7,960,510,12,1.4,6,0.05,193,2,A025R#F04.A01TN$F26.A07XD
3.202,"Servelat, mager",Kjøtt og fjørfe,Kjøtt og fjørfe,603,145,75,9,3.2,0,0.2,1.8,1.1,0,3.4,0.3,3,0.6,0.5,0.1,0,0,0,0,0,0,0,0.1,0.5,30,4.5,4.3,0.2,0,0,0,11.4,1.9,0,6,6,6,0,0,0.4,0.31,0.16,3.2,5.3,0.14,3,0.9,26,15,1.1,760,620,15,1.9,8,0.05,150,5,A025R#F18.A07NK$F19.A07PR$F22.A07SH
3.109,"Skinkerull, Westfalerskinke",Kjøtt og fjørfe,Kjøtt og fjørfe,1192,286,53,20,6.6,0,0.3,4.5,2.2,0.2,9.4,0.6,8.6,2.8,1.9,0.2,0,0,0,0.2,0,0,0,0.3,2.2,90,0,0,0,0,0,0,26.6,8.7,0,4,4,4,0,0,0.3,0.67,0.2,7.3,12.2,0.16,2,0.4,0,15,1.3,3460,260,17,1.6,13,0.07,210,2,A022T#F07.A073H$F20.A0F4T$F28.A07JV
3.326,"Sodd, med kjøttboller, hermetisk",Kjøtt og fjørfe,Kjøtt og fjørfe,225,54,88,1.7,0.7,0,0,0.4,0.3,0,0.7,0.1,0.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,6,5.8,3.4,2.5,0,0,2,2.9,1.1,0,52,103,1,612,0,0.2,0.03,0.05,0.8,1.3,0.09,13,0.1,3,28,0.5,439,188,13,0.5,1,0.05,49,1,A0BZA#F02.A06GY$F04.A03XG$F04.A0EYH$F10.A07VP$F19.A07PG$F28.A0BYP
3.516,"Sommerrull, med kylling, nudler og grønnsaker",Kjøtt og fjørfe,Kjøtt og fjørfe,355,84,80,1.1,0.2,0,0,0.1,0.1,0,0.5,0,0.5,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,10,10.9,7.2,3.7,0.1,0.1,1,6.8,0.1,0,50,98,1,585,0,0.5,0.06,0.06,2.2,3.4,0.19,24,0,14,22,0.5,47,250,19,0.4,3,0.07,81,2,A040F#F02.A06GR$F04.A01SP$F04.A04LF$F04.A07XJ
3.149,"Sosisser, små pølser",Kjøtt og fjørfe,Kjøtt og fjørfe,982,237,65,19.3,8.7,0,0.5,5.7,3.2,0.1,8.4,0.5,8,1.7,1.7,0.2,0,0.1,0,0.1,0,0,0,0.2,1.8,46,5,3.5,1.5,0,0,0.1,10.6,1.7,0,10,11,10,6,0.2,0.4,0.11,0.08,1.8,4.3,0.07,3,0.5,0,52,0.7,680,193,14,1.7,8,0.04,107,6,A026B#F02.A06AV$F04.A04GP$F07.A073G$F28.A07KY$F28.A0BA1$F28.A0CRH
3.111,Spekeskinke,Kjøtt og fjørfe,Kjøtt og fjørfe,850,203,61,9.2,3,0,0.1,1.9,0.9,0,4.3,0.2,4,1.5,1.2,0.1,0,0,0,0.1,0,0,0,0.1,1.4,84,0,0,0,0,0,0,30,7.6,0,3,3,3,0,0,0.5,1.16,0.34,10,15.5,0.46,4,0.7,0,14,0.9,3050,435,39,2.4,20,0.09,300,1,A022T#F20.A0F4T
3.166,Stabburpølse,Kjøtt og fjørfe,Kjøtt og fjørfe,1934,467,35,41.3,14.7,0.1,0.5,9,4.3,0.1,17.9,1.1,16.9,5.8,4.4,0.8,0.1,0,0,0.2,0,0.1,0,0.9,4.8,82,2.7,0.2,2.5,2.5,2.5,0.2,21.2,4.5,0,25,26,23,23,0.3,0.9,0.07,0.13,3.8,6.9,0.33,8,2.3,0,12,4.9,1800,311,26,3,19,0.13,191,2,A024X#F04.A01RN$F04.A01TN
3.051,"Storfe, bankekjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,546,130,73,4.7,1.9,0,0.1,1.1,0.5,0.1,2.3,0.3,1.7,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,55,0,0,0,0,0,0,21.9,0.1,0,4,4,4,5,0.1,0.4,0.03,0.04,5,9,0.3,7,1.2,0,4,1.8,45,345,22,2.9,6,0.06,165,2,A01QX
3.221,"Storfe, bogstek, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,590,141,73,6.3,2.5,0,0.2,1.4,0.7,0.2,3,0.4,2.3,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0.1,56,0,0,0,0,0,0,21,0.1,0,5,5,4,6,0.1,0.3,0.03,0.04,4.5,8.4,0.1,7,1.7,0,4,2.4,49,360,23,3.9,8,0.08,165,2,A01QX
3.054,"Storfe, entrecôte, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,776,186,68,11.5,5.6,0,0.3,2.6,2.1,0.4,4.5,0.4,3.7,0.3,0.2,0.1,0,0,0,0,0,0,0,0.1,0.2,54,0,0,0,0,0,0,20.6,0.1,0,6,6,6,0,0.2,0.3,0.02,0.07,4.9,8.7,0.2,6,0.9,0,5,2,40,305,19,5,8,0.07,155,2,A01QX
3.268,"Storfe, entrecôte, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,847,202,63,11.2,5.5,0,0.3,2.5,2,0.4,4.4,0.4,3.6,0.3,0.2,0.1,0,0,0,0,0,0,0,0.1,0.2,69,0,0,0,0,0,0,25.4,0.1,0,5,5,5,0,0.1,0.2,0.02,0.08,5.1,11.3,0.14,7,0.9,0,6,2.5,44,289,20,6.5,11,0.09,177,2,A01QX#F17.A07MX$F28.A07GY
3.345,"Storfe, fett fra storfekjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,3011,732,17,80,37.4,0,2,19.8,13.6,1.2,31.2,2.2,27.6,3.4,1.7,0.5,0,0.1,0,0.3,0.1,0.2,0,1.1,2.2,69,0,0,0,0,0,0,3,0,0,25,25,25,0,0.6,1.3,0.01,0.02,1.1,1.7,0.11,1,0.7,0,2,0.9,19,132,6,1,5,0.02,58,0,A01TY
3.056,"Storfe, flatbiff, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,480,114,75,2.5,1,0,0.1,0.6,0.3,0.1,1.1,0.1,0.9,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,51,0,0,0,0,0,0,22.8,0.1,0,2,2,2,3,0,0.3,0.04,0.05,5.6,9.8,0.2,9,1.5,0,4,1.7,40,340,21,3.4,6,0.06,160,2,A01QX
3.057,"Storfe, høyrygg, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,724,173,69,10,4.6,0,0.3,2.3,1.6,0.3,4.3,0.5,3.5,0.3,0.1,0.1,0,0,0,0,0,0,0,0.1,0.2,63,0,0,0,0,0,0,20.8,0.1,0,8,9,7,12,0.2,0.4,0.03,0.05,3.7,7.5,0.16,6,2.2,0,5,2.6,56,330,20,7,3,0.06,155,2,A01QX
3.058,"Storfe, indrefilet, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,563,134,73,5.2,2.5,0,0.1,1.2,0.8,0.2,2,0.2,1.6,0.2,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,55,0,0,0,0,0,0,21.8,0.1,0,4,4,3,6,0.1,0.4,0.04,0.05,5.5,9.5,0.2,6,1.5,0,3,1.8,44,370,23,1.8,3,0.09,180,2,A01QX
3.28,"Storfe, kjøtt, kokt",Kjøtt og fjørfe,Kjøtt og fjørfe,668,159,67,5.1,2.4,0,0.1,1.2,0.8,0.2,2.1,0.2,1.7,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,73,0,0,0,0,0,0,28.3,0.1,0,4,4,4,5,0.1,0.3,0.02,0.05,3.8,13.3,0.11,7,1.1,0,5,2.9,28,248,18,5.4,10,0.1,153,3,A01QX#F28.A07GG
3.476,"Storfe, kjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,549,131,73,4.7,2.2,0,0.1,1.1,0.7,0.2,2,0.2,1.6,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,51,0,0,0,0,0,0,22,0.1,0,4,3,3,4,0.1,0.3,0.03,0.04,5.3,9.3,0.2,7,1.2,0,4,2.1,44,347,21,3.8,7,0.07,165,2,A01QX#F01.A057E$F02.A0BYZ$F26.A07XD$F27.A01QX$F31.A0C8S
3.064,"Storfe, mørbrad, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,474,112,75,2.8,1.3,0,0.1,0.6,0.5,0.1,1.1,0.1,1,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,50,0,0,0,0,0,0,21.8,0.1,0,3,3,3,5,0,0.4,0.04,0.04,4.8,8.8,0.2,8,1.3,0,5,2.1,42,365,24,3.6,12,0.09,180,2,A01QX
3.219,"Storfe, rundstek, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,496,118,75,3.3,1.5,0,0.1,0.8,0.5,0.1,1.4,0.1,1.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,54,0,0,0,0,0,0,22,0.1,0,3,3,3,4,0.1,0.3,0.03,0.05,4.1,8.1,0.2,11,1.1,0,4,2.8,48,390,23,4.3,3,0.08,175,2,A01QX
3.281,"Storfe, stek, roastbiff, rosa stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,668,159,68,6.1,2.4,0,0.2,1.4,0.6,0.2,2.9,0.4,2.3,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0.1,72,0,0,0,0,0,0,25.9,0.1,0,3,3,3,4,0.1,0.2,0.02,0.04,4.7,10.8,0.06,7,1.6,0,5,3,54,281,25,5.1,10,0.11,182,2,A01QX#F07.A070D$F17.A07MV
3.066,"Storfe, ytrefilet, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,497,118,74,3.1,1.4,0,0.1,0.7,0.4,0.1,1.4,0.1,1.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,49,0,0,0,0,0,0,22.5,0.1,0,3,3,3,5,0,0.2,0.03,0.03,5.8,9.9,0.2,6,0.9,0,5,2.3,48,355,22,3.7,6,0.07,160,2,A01QX
3.271,"Storfe, ytrefilet, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,583,138,69,2.5,1,0,0.1,0.6,0.3,0.1,1.1,0.1,0.9,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,68,0,0,0,0,0,0,28.9,0.1,0,2,2,2,3,0,0.2,0.03,0.06,6,13,0.14,10,1.5,0,4,2.2,45,331,24,4.5,8,0.08,188,2,A01QX#F17.A07MX$F28.A07GY
3.509,"Svin, bacon, flesk, stekt",Kjøtt og fjørfe,Kjøtt og fjørfe,2154,520,26,44.3,16.1,0.1,0.7,10.2,4.8,0,21.1,1.3,19.3,5.1,4.2,0.5,0.1,0,0,0.1,0,0,0,0.6,4.5,123,0.2,0,0.2,0,0,0,30,0.2,0,39,39,39,0,1,1.3,0.4,0.05,7.1,12.6,0.31,2,0.8,0,7,0,99,320,30,3.2,14,0.08,237,0,A022X#F02.A06AP$F27.A01RG$F28.A07GS$F28.A07KD
3.49,"Svin, bankekjøtt, kokt",Kjøtt og fjørfe,Kjøtt og fjørfe,692,164,64,3.6,1.2,0,0.1,0.8,0.3,0,1.8,0.1,1.7,0.5,0.3,0,0,0,0,0,0,0,0,0,0.4,95,0.3,0,0.3,0,0,0,32.6,0.1,0,5,5,5,0,0.1,0.6,0.58,0.06,5.6,17.7,0.28,0,0.3,0,5,0.9,40,334,28,2.1,20,0.09,220,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG$F28.A07GJ
3.491,"Svin, bankekjøtt, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,492,117,74,2.8,0.9,0,0,0.6,0.3,0,1.4,0.1,1.3,0.4,0.2,0,0,0,0,0,0,0,0,0,0.3,62,0.2,0,0.2,0,0,0,22.8,0.1,0,4,4,4,0,0.1,0.5,0.84,0.05,7.3,11.5,0.41,0,0.4,0,4,0.6,53,395,28,1.7,13,0.06,220,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG
3.208,"Svin, flatbiff, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,483,115,75,2.8,1,0,0,0.6,0.3,0,1.4,0.1,1.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0.2,62,0.2,0,0.2,0,0,0,22.3,0.1,0,5,5,5,0,0.1,0.4,0.87,0.04,7.4,11.5,0.43,1,0.5,0,4,0.6,55,390,27,1.5,15,0.05,215,0,A01RG
3.272,"Svin, flatbiff, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,592,140,69,2.9,1,0,0.1,0.8,0.4,0,1.4,0.1,1.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0.3,82,0.2,0,0.2,0,0,0,28.2,0.2,0,5,5,5,0,0.1,0.5,0.69,0.05,7.7,15.3,0.36,1,0.5,0,5,0.7,64,380,32,2,20,0.07,252,0,A01RG#F28.A07GY
3.209,"Svin, indrefilet, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,522,124,73,3.5,1.3,0,0.1,0.8,0.4,0,1.6,0.1,1.4,0.4,0.3,0,0,0,0,0,0,0,0,0.1,0.4,63,0.2,0,0.2,0,0,0,23,0.1,0,6,6,6,0,0.1,0.6,1.04,0.05,7.6,11.8,0.37,1,0.4,0,4,0.7,49,395,26,1.5,10,0.07,210,0,A01RG
3.492,"Svin, indrefilet, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,635,151,67,3.7,1.3,0,0.1,0.8,0.4,0,1.7,0.1,1.5,0.4,0.3,0,0,0,0,0,0,0,0,0.1,0.4,84,0.2,0,0.2,0,0,0,29.1,0.1,0,6,6,6,0,0.1,0.6,0.69,0.06,7.6,15.8,0.3,1,0.5,0,4,1,55,316,29,2,13,0.09,238,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG$F28.A07GY
3.493,"Svin, lårtunge, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,517,123,75,4.2,1.4,0,0.1,0.9,0.4,0,2.1,0.1,1.9,0.4,0.3,0,0,0,0,0,0,0,0,0.1,0.4,65,0.2,0,0.2,0,0,0,21,0.1,0,7,7,7,0,0.1,0.5,0.83,0.05,6.9,10.8,0.36,1,0.4,0,3,0.8,54,365,24,1.9,9,0.06,200,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG
3.494,"Svin, mørbrad, kokt",Kjøtt og fjørfe,Kjøtt og fjørfe,666,157,64,2.6,0.9,0,0,0.6,0.3,0,1.3,0.1,1.1,0.3,0.2,0,0,0,0,0,0,0,0,0,0.3,91,0.4,0,0.4,0,0,0,33.1,0.1,0,3,3,3,0,0.1,0.5,0.62,0.05,6.5,19.4,0.3,1,0.3,0,8,1.2,40,347,30,1.8,20,0.08,230,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG$F28.A07GJ
3.086,"Svin, mørbrad, rå",Kjøtt og fjørfe,Kjøtt og fjørfe,472,112,75,2,0.7,0,0,0.4,0.2,0,1,0.1,0.9,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,59,0.3,0,0.3,0,0,0,23.1,0.1,0,2,2,2,0,0,0.4,0.89,0.04,8.4,12.6,0.44,1,0.4,0,6,0.8,52,410,30,1.5,13,0.05,230,0,A01RG
3.495,"Svin, mørbrad, stekt uten fett",Kjøtt og fjørfe,Kjøtt og fjørfe,582,138,68,2.1,0.7,0,0,0.5,0.2,0,1.1,0.1,0.9,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,79,0.4,0,0.4,0,0,0,29.3,0.1,0,3,3,3,0,0,0.5,0.59,0.04,8.4,16.8,0.35,1,0.4,0,7,1.1,59,328,33,1.9,17,0.07,261,0,A01RG#F01.A057F$F02.A0BYZ$F27.A01RG$F28.A07GY
