Matvare ID,Matvare,Kategori,Kostholdsgrupper,Kilojoule (kJ),Kilokalorier (kcal),Vann (g),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Salt (NaCl) (g),Alkohol (g),Vitamin A (RAE) (RAE),Vitamin A (RE) (RE),Retinol (µg),Betakaroten (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Jern (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Magnesium (Mg) (mg),Sink (Zn) (mg),Selen (Se) (µg),Kobber (Cu) (mg),Fosfor (P) (mg),Jod (I) (µg),FoodEx2-klassifisering
5.468,"Brød, grovt, glutenfritt, Fria",Korn- og bakevarer,Korn- og bakevarer,1055,250,38,2.5,0.6,0,0,0.5,0.1,0,1,0,1,0.7,0.3,0.3,0,0,0,0,0,0,0,0.3,0.3,0,53,46.2,6.8,6.7,6.7,6,0.9,1.2,0,0,0,0,1,0,0.5,0.24,0.08,0.9,1.1,0.04,48,0,0,42,1.7,467,169,12,0.2,0,0.03,45,0,A005T#F02.A06CT$F10.A06HR$F10.A0B8L
5.341,"Brød, halvgrovt (25-50 %), kjøpt",Korn- og bakevarer,Korn- og bakevarer,974,230,43,2.3,0.4,0,0,0.2,0,0,0.6,0,0.5,0.8,0.6,0.1,0,0,0,0,0,0,0,0.1,0.8,0,41.1,40.4,0.7,0,0,5,8.8,1.1,0,2,1,1,1,0,0.7,0.24,0.08,1.8,3.3,0.09,28,0,0,28,1.6,420,213,49,1.2,3,0.18,160,0,A0BY0#F02.A06CN$F10.A0EZZ$F22.A07SH
5.36,"Brød, halvgrovt (25-50 %), kjøpt, kneipp",Korn- og bakevarer,Korn- og bakevarer,981,232,42,1.5,0.2,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0.1,0.8,0,45.5,45.2,0.3,0,0,4,7.1,1,0,1,1,1,1,0,0.6,0.21,0.08,2.2,3.4,0.08,31,0,0,17,1.7,400,192,45,1.1,5,0.18,162,1,A0BY0#F10.A0EZZ$F22.A07SH
5.535,"Brødmiks, eltefritt brød, glutenfri, økologisk, pulver, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1584,377,14,9.7,1.3,0,0,0.8,0.4,0,2.2,0,2.2,5.5,4,0,0,0,0,0,0,0,0,1.4,4,0,58,57.4,0.6,0,0,8,10.4,1.4,0,0,0,0,0,0,4.5,0.49,0.08,2.1,3.8,0.28,48,0,0,44,4.1,577,355,135,2.6,0,0.57,287,33,A0CSL#F02.A0ERD$F10.A0B8L$F18.A07NK$F21.A07SE$F28.A07KG
5.534,"Brødmiks, fiberbrød, glutenfri, økologisk, pulver, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1741,416,17,19.4,2.3,0,0,1.3,0.8,0,4.2,0,4.2,12.2,8.7,0,0,0,0,0,0,0,0,3.5,8.7,0,43.7,41.1,2.6,1.6,1.6,7,13,2,0,0,0,0,0,0,12.3,0.72,0.11,3.4,5.6,0.34,47,0,0,79,4,792,416,198,2.9,0,0.89,359,6,A0CSL#F02.A0ERD$F10.A0B8L$F18.A07NK$F21.A07SE$F28.A07KG
5.537,"Brødmiks, nistebrød, glutenfri, økologisk, pulver, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1540,365,12,6.1,0.9,0,0,0.7,0.2,0,1.7,0,1.6,2.9,1.5,0,0,0,0,0,0,0,0,1.3,1.5,0,62.3,60.8,1.5,0.9,0.9,8,11.1,1.3,0,0,0,0,0,0,1.5,0.34,0,1.2,3.1,0.16,53,0,0,29,3,539,304,96,2.4,0,0.38,240,29,A0CSL#F02.A0ERD$F10.A0B8L$F18.A07NK$F21.A07SE$F28.A07KG
5.541,"Brødmiks, superbrød, glutenfri, økologisk, pulver, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1570,374,15,11.3,1.6,0,0,1.2,0.3,0,3.4,0,3.3,5.5,3.3,0,0,0,0,0,0,0,0,2.2,3.3,0,48.5,47.4,1.1,0,0,12,13.8,1.2,0,0,0,0,0,0,1.7,0.53,0.09,1.9,4.2,0.32,67,0,1,114,4.2,478,521,150,3.4,0,0.7,375,2,A0CSL#F02.A0ERD$F10.A0B8L$F18.A07NK$F21.A07SE$F28.A07KG
5.285,"Bulgurgryn, kokt",Korn- og bakevarer,Korn- og bakevarer,379,90,77,0.6,0.1,0,0,0.1,0,0,0,0,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,15.9,15.6,0.3,0,0,3,3.7,0.4,0,0,0,0,0,0,0,0.03,0.01,0.4,1.1,0.03,5,0,0,10,0.6,164,84,23,0.7,1,0.14,78,0,A004G#F28.A07GG
5.233,"Bulgurgryn, tørr",Korn- og bakevarer,Korn- og bakevarer,1215,288,26,1.9,0.2,0,0,0.2,0,0,0.2,0,0.2,0.6,0.6,0,0,0,0,0,0,0,0,0,0.6,0,50.9,50,0.9,0,0,10,11.8,0,0,0,0,0,0,0,0.1,0.18,0.04,1.5,3.5,0.19,23,0,0,29,1.9,11,375,69,2.3,4,0.43,250,0,A004G
5.002,Byggmel,Korn- og bakevarer,Korn- og bakevarer,1413,334,14,2,0.4,0,0,0.3,0,0,0.2,0,0.2,1,0.9,0.1,0,0,0,0,0,0,0,0.1,0.9,0,65.6,64.9,0.7,0,0,10,8.7,0,0,0,0,0,0,0,0.5,0.3,0.07,2.8,4.3,0.22,29,0,0,27,1.8,0,288,61,1.3,0,0.29,210,0,A002L
5.001,Byggryn,Korn- og bakevarer,Korn- og bakevarer,1384,327,14,1.1,0.2,0,0,0.2,0,0,0.1,0,0.1,0.5,0.5,0.1,0,0,0,0,0,0,0,0.1,0.5,0,65.4,64.5,0.9,0,0,11,8.6,0,0,0,0,0,0,0,0.7,0.13,0.11,5.7,7.1,0.33,20,0,0,23,2.2,2,290,66,1.3,3,0.61,285,0,A002K
5.447,"Byggryn, kokt",Korn- og bakevarer,Korn- og bakevarer,438,103,73,0.3,0.1,0,0,0.1,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,0,20.7,20.4,0.3,0,0,3,2.7,0,0,0,0,0,0,0,0.2,0.02,0.02,1.4,2.4,0.06,5,0,0,8,0.7,1,66,22,0.4,1,0.2,90,0,A002K#F01.A059D$F02.A066Q$F27.A000P$F28.A07GG$F28.A0BZV
10.172,Byggrynsgrøt,Korn- og bakevarer,Korn- og bakevarer,390,92,77,1,0.5,0,0.1,0.2,0.1,0,0.2,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,2,14.9,10.5,4.4,0,0,2,4.9,0.2,0,5,5,5,4,0.3,0.1,0.04,0.14,0.7,2,0.05,5,0.5,0,131,0.4,60,201,19,0.5,1,0.1,157,15,A0F0T#F02.A06DX$F04.A000P$F04.A02LT$F10.A07VP
5.182,"Chapatti, med sammalt mel",Korn- og bakevarer,Korn- og bakevarer,1038,246,36,1.5,0.3,0,0,0.2,0,0,0.2,0,0.2,0.9,0.8,0.1,0,0,0,0,0,0,0,0.1,0.8,0,43.2,42.6,0.6,0,0,10,10,0.7,0,0,0,0,0,0,0.6,0.34,0.06,3.3,5.1,0.17,13,0,0,27,2.5,275,314,83,1.7,1,0.24,226,0,A006Y#F04.A004A
5.472,"Ciabatta, glutenfri, Schär",Korn- og bakevarer,Korn- og bakevarer,1201,286,33,7.2,0.8,0,0,0.5,0.2,0,2.4,0.1,2.4,3.5,2.3,1.1,0,0,0,0,0,0,0,1.1,2.3,0,44.6,38.6,6,3,3,10,6,0.8,0,0,0,0,0,0,3,0.43,0.13,1.6,2.6,0.14,66,0,0,22,1.3,323,238,48,1,0,0.21,109,0,A005T#F02.A06CT$F10.A06HR$F10.A0B8L
5.033,"Corn flakes, Kelloggs",Korn- og bakevarer,Korn- og bakevarer,1616,381,4,1,0.2,0,0,0.2,0,0,0.1,0,0.1,0.4,0.4,0,0,0,0,0,0,0,0,0,0.4,0,84.1,75.3,8.8,8.8,8.8,4,7.1,1.1,0,4,7,0,45,0,0,0.05,0.05,0.4,1.6,0.07,4,0,0,4,0.2,450,83,11,2,0,0.62,45,2,A00DD
5.476,"Corn flakes, glutenfri, Schär",Korn- og bakevarer,Korn- og bakevarer,1446,341,13,0.2,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,75.6,72.8,2.8,1.8,1.8,3,7.5,1.8,0,1,2,0,17,0,0.2,1.8,2,25,26.3,2.5,250,1.3,0,3,0.2,707,83,9,0.2,0,0.04,41,0,A00DD#F02.A068E$F10.A0B8L$F27.A000T$F28.A07LG
5.531,"Corn flakes, glutenfri, uten tilsatt sukker, økologisk, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1573,371,6,1,0.2,0,0,0.2,0,0,0.3,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,0.4,0,80,79.7,0.3,0,0,5,8,0,0,25,49,0,299,0,1.1,0.44,0.13,1.9,2.7,0.06,10,0,0,35,4.7,5,232,87,4.6,0,0.33,497,5,A00DD#F02.A068E$F10.A0B8L$F18.A07NK$F21.A07SE$F27.A000T$F28.A07LG
5.239,"Corn flakes, søt, Frosties",Korn- og bakevarer,Korn- og bakevarer,1579,372,7,0.9,0.2,0,0,0.1,0,0,0.2,0,0.2,0.4,0.5,0,0,0,0,0,0,0,0,0,0.5,0,85.2,49.3,35.9,36,36,3,4.3,0.8,0,1,1,0,6,0,0,0.02,0.02,0.3,1,0.06,8,0,0,4,0.3,320,74,7,0,2,0.04,25,2,A00DD#F08.A032H
5.252,"Couscous, kokt",Korn- og bakevarer,Korn- og bakevarer,673,159,62,2,0.5,0.1,0,0.2,0.1,0,0.7,0,0.7,0.6,0.5,0.1,0,0,0,0,0,0,0,0.1,0.5,1,30.1,29.2,0.9,0,0,1,4.5,0.4,0,7,7,7,3,0.1,0.2,0.06,0.02,0.8,1.7,0.04,7,0,0,11,0.7,155,85,23,0.7,2,0.13,88,0,A008C#F28.A07GG
5.225,"Couscous, tørr",Korn- og bakevarer,Korn- og bakevarer,1657,391,3,2.1,0.3,0,0,0.3,0,0,0.3,0,0.2,0.8,0.8,0.1,0,0,0,0,0,0,0,0.1,0.8,0,79.2,76.9,2.3,0,0,4,12,0,0,0,0,0,0,0,0.1,0.28,0.06,2.6,4.6,0.15,28,0,0,28,2,4,287,59,1.8,5,0.36,238,2,A008C
5.312,"Croissant, uten fyll, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1430,342,36,18.4,10.4,0.5,1.6,5.1,1.4,0.4,3.7,0.2,3.3,0.9,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,53,35.1,29.5,5.6,6,6,3,7.4,1,0,182,186,176,65,0,0.7,0.16,0.07,0.7,1.9,0.05,34,0.2,0,21,0.8,402,103,17,0.6,3,0.09,94,3,A00CD#F22.A07SH
5.346,"Cupcakes, med glasur, av pulver, smør",Korn- og bakevarer,Korn- og bakevarer,1576,375,23,13.9,8,0.7,0.5,1.4,1.1,0.5,3.5,0.1,3.8,0.4,1.6,0.4,0,0,0,0,0,0,0,0.4,1.6,48,59.4,15.1,44.3,44.3,44.3,0.4,2.9,0.8,0,197,203,190,79,1.7,0.4,0.04,0.07,0.3,0.8,0.02,4,0,0,15,0.3,300,45,10,0.2,2,0.03,32,4,A00BC#F04.A046F$F28.A07MR
5.435,Daimkake,Korn- og bakevarer,Korn- og bakevarer,1603,385,35,25.2,10.8,0.5,1.4,5.2,2.2,0.4,9.4,0.4,8.8,1.9,1.7,0.1,0,0,0,0,0,0,0,0.1,1.6,88,33.3,0.9,32.4,29.7,29.7,1,5.5,0.2,0,158,164,151,78,0.5,4.2,0.04,0.23,0.2,1.3,0.04,20,0.5,0,67,0.8,70,128,30,0.6,5,0.16,124,19,A00AV#F04.A031G$F04.A0EQD$F28.A07KQ
5.087,Delfiakake,Korn- og bakevarer,Korn- og bakevarer,2200,531,20,43,35,14.6,6,5.6,3.9,0,5.8,0.1,6.1,1.5,1.3,0,0,0,0,0,0,0,0,0.1,1.4,42,30.2,5.2,25,20.7,20.7,2,4.7,0.1,0,20,21,20,9,0.3,3.8,0.06,0.09,0.3,1.3,0.03,9,0.3,0,35,1.8,59,170,42,0.8,3,0.32,100,9,A00BF#F04.A009X$F04.A034H$F04.A035L$F04.A037M
5.318,"Donuts, med sjokoladeglasur, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1712,411,28,25.6,12.9,1,0.6,9,2,0,8.6,0.1,8.5,2.8,2.5,0.2,0,0,0,0,0,0,0,0.2,2.5,2,37.2,25.5,11.7,10.6,10.6,3,6.6,0.9,0,6,7,6,6,0,2,0.13,0.07,0.7,1.8,0.06,20,0.1,1,40,1,375,254,37,0.9,1,0.21,104,1,A00BR#F02.A06DQ$F12.A008L$F22.A07SH$F28.A07HP$F28.A0BA1
5.522,"Eggnudler, kokt",Korn- og bakevarer,Korn- og bakevarer,509,120,70,0.8,0.1,0,0,0.1,0,0,0.1,0,0.1,0.3,0.3,0,0,0,0,0,0,0,0,0,0.3,6,22.9,22.6,0.3,0,0,2,4.2,0.1,0,0,0,0,0,0,0.2,0.02,0,0.5,1.2,0.04,6,0,0,17,0.8,55,38,24,0.5,4,0.19,70,2,A007R#F02.A06CZ$F28.A07GL
5.33,"Eggnudler, tørr",Korn- og bakevarer,Korn- og bakevarer,1521,359,12,2,0.3,0,0,0,0,0,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0.1,2.2,2,72.6,70.9,1.7,0,0,1,12,0.6,0,6,7,4,23,0.2,0.5,0.12,0.02,3.3,5.3,0.15,19,0,0,73,2.7,240,378,49,1.3,16,0.2,187,6,A007R#F04.A031G
5.436,Eplekake,Korn- og bakevarer,Korn- og bakevarer,1198,286,45,14.1,8.3,0.4,1.2,3.8,1.4,0.4,3.6,0.3,3.1,0.7,0.5,0.1,0,0,0,0,0,0,0,0.1,0.4,75,34.9,10.6,24.3,19.7,19.7,2,4,0.4,0,121,127,115,73,1.9,1.1,0.04,0.06,0.2,1.1,0.05,6,0.2,1,31,0.5,148,94,9,0.3,4,0.05,101,13,A00BA#F04.A01DJ
5.131,Eplepai,Korn- og bakevarer,Korn- og bakevarer,894,214,59,10.8,4.5,0.6,0.6,1.6,1,0.1,3.8,0.1,3.6,1.6,1.2,0.4,0,0,0,0,0,0,0,0.4,1.1,10,25.4,13.9,11.5,5.1,5.1,3,2.6,0.2,0,105,109,99,63,1.4,1.3,0.04,0.01,0.3,0.8,0.05,2,0,1,8,0.3,66,86,9,0.2,0,0.05,31,2,A00BZ#F04.A01DJ
5.144,"Flatbrød, havre, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1340,318,15,2,0.3,0,0,0.3,0,0,0.4,0,0.3,1,0.9,0.1,0,0,0,0,0,0,0,0.1,0.9,0,57,56,0.9,0,0,15,10.2,1.2,0,0,0,0,0,0,0.5,0.37,0.09,2.2,3.9,0.19,24,0,0,36,2.7,479,418,99,2.2,1,0.28,286,0,A0CHT#F02.A06CQ$F04.A002Y$F22.A07SH
5.146,"Flatbrød, hjemmebakt type, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1377,327,15,2.6,0.3,0,0,0.3,0,0,0.5,0,0.5,1.4,1.3,0.1,0,0,0,0,0,0,0,0.1,1.3,0,58.4,56.5,1.9,1,1,14,10.4,0.9,0,0,0,0,0,0,1,0.42,0.12,2.1,3.8,0.19,43,0,0,32,2.3,374,391,86,2,1,0.3,255,0,A0CHT#F02.A06CQ$F22.A07SS
5.068,"Flatbrød, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1359,322,15,2.3,0.3,0,0,0.3,0,0,0.4,0,0.4,1.2,1.1,0.1,0,0,0,0,0,0,0,0.1,1.1,0,57.7,56.3,1.4,0.5,0.5,15,10.3,1.1,0,0,0,0,0,0,0.7,0.4,0.11,2.1,3.9,0.19,34,0,0,34,2.5,427,404,93,2.1,1,0.29,270,0,A0CHT#F02.A06CQ$F22.A07SH$F26.A07XD
10.151,Fløyelsgrøt,Korn- og bakevarer,Korn- og bakevarer,603,144,75,8.8,5.5,0.3,0.9,2.5,0.9,0.2,2.1,0.2,1.8,0.3,0.2,0,0,0,0,0,0,0,0,0,0.1,22,11.5,7.2,4.3,0,0,0.5,4.6,0.4,0,66,69,62,45,0.6,0.2,0.03,0.14,0.1,1.1,0.02,3,0.5,0,126,0.1,152,184,15,0.5,1,0.04,121,17,A0F0T#F02.A06DX$F04.A001N$F04.A02LT$F10.A07VP
5.437,Focaccia,Korn- og bakevarer,Korn- og bakevarer,1305,311,36,12.2,1.8,0,0,1.4,0.3,0,8.5,0.1,8.3,1.3,1.2,0.1,0,0,0,0,0,0,0,0.1,1.2,0,41.4,40.7,0.6,0.3,0.3,3,7.5,1.3,0,1,1,0,7,0,1.6,0.18,0.06,1.1,2.4,0.08,29,0,1,18,0.9,524,134,24,0.8,1,0.1,83,0,A004Y#F02.A06CN$F04.A001M$F04.A01BP$F04.A036P$F04.A04MA$F10.A07XK
5.533,"Focacciamiks, glutenfri, økologisk, pulver, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1410,333,15,0.7,0.2,0,0,0.1,0,0,0.2,0,0.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0.3,0,76.7,76.4,0.2,0,0,5,2.3,2.2,0,0,0,0,0,0,0.1,0.1,0.03,0.8,1.2,0.1,6,0,0,35,1.6,860,80,40,1.1,0,0.17,100,3,A0CSK#F02.A0ERD$F10.A0B8L$F18.A07NK$F21.A07SE$F28.A07KG
5.091,"Formkake, fet, dansk sandkake",Korn- og bakevarer,Korn- og bakevarer,1693,405,26,22,9,1.1,1.1,3.3,2,0.2,7.9,0.2,7.5,3.2,2.4,0.7,0,0,0,0.1,0,0,0,0.8,2.4,92,46.4,19.7,26.7,26,26,0.6,5,0.4,0,223,230,216,87,3.2,3.3,0.04,0.1,0.2,1.3,0.04,9,0.3,0,34,0.6,159,87,9,0.4,5,0.04,85,18,A00AP#F04.A003Y$F04.A011F$F04.A02LY$F04.A032J$F04.A039D$F07.A073K
5.09,"Formkake, marmor",Korn- og bakevarer,Korn- og bakevarer,1501,358,30,16.6,6.8,0.8,0.8,2.6,1.6,0.1,5.9,0.2,5.6,2.5,1.9,0.5,0,0,0,0,0,0,0,0.6,1.9,78,44,21.1,22.9,21.8,21.8,2,7.4,0.5,0,163,168,158,62,2.4,2.6,0.08,0.11,0.4,1.9,0.06,10,0.4,0,53,0.9,205,172,22,0.7,5,0.12,170,17,A00BJ#F02.A0ERC$F04.A0C6B$F07.A073E
5.319,"Formkake, med glasur, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1802,431,19,21.7,2,0,0,1.3,0.5,0,12.2,0.1,11.8,6.4,4.8,1.5,0,0,0,0,0,0,0,1.5,4.9,45,52.7,24.4,28.2,28.1,28.1,1,5.5,1,0,20,20,20,0,0.4,5.3,0.07,0.06,0.4,1.5,0.05,7,0.2,0,22,0.6,417,80,13,0.5,3,0.06,127,8,A00AP#F02.A0ERC$F22.A07SH$F28.A07HM
5.088,"Formkake, med mindre fett",Korn- og bakevarer,Korn- og bakevarer,1330,316,31,9,3.7,0.5,0.5,1.3,0.8,0.1,3,0.1,2.9,1.5,1.1,0.3,0,0,0,0,0,0,0,0.3,1.1,9,50.8,31,19.8,18,18,2,6.8,0.4,0,81,84,78,38,1.2,1.1,0.1,0.07,0.6,1.8,0.06,4,0.2,1,69,0.6,147,156,20,0.5,1,0.08,157,7,A00AP#F10.A077C
5.32,"Formkake, uten glasur, kjøpt",Korn- og bakevarer,Korn- og bakevarer,1489,356,32,17.1,1.7,0,0,1.1,0.4,0,9.7,0.1,9.4,4.7,3.5,1.2,0,0,0,0,0,0,0,1.2,3.5,54,44.6,18.8,25.8,25,25,1,5.3,1.1,0,24,24,24,0,0.4,4.2,0.06,0.09,0.3,1.4,0.05,8,0.2,0,29,0.6,432,89,12,0.5,4,0.05,136,11,A00AP#F02.A0ERC$F22.A07SH
5.543,"Frokostblanding, bokhvete og mørk sjokolade, glutenfri, økologisk, Det Glutenfrie Verksted",Korn- og bakevarer,Korn- og bakevarer,1607,381,11,7.4,2.5,0,0,1.2,1.3,0,2,0,2,2.5,1,0,0,0,0,0,0,0,0,1.5,1,0,65.4,58.5,6.9,5.5,5.5,6,10.2,0.7,0,1,1,1,0,0,1.8,0.33,0.11,2.3,4,0.29,28,0,0,43,4.5,267,423,97,2.3,0,1.03,272,16,A00EL#F02.A06DZ$F04.A000N$F04.A034G$F10.A0B8L$F18.A07NK$F21.A07SE
5.24,"Frokostblanding, ristet hvete og ris, Spesial K",Korn- og bakevarer,Korn- og bakevarer,1493,352,11,1.4,0.2,0,0,0.2,0,0,0.3,0,0.1,0.6,0.4,0.1,0,0,0,0,0,0,0,0.1,0.4,0,74.4,62.2,12.2,11.3,11.3,5,8,0.6,0,0,0,0,4,0,0.4,0.2,0.04,3.1,4.5,0.12,23,0,0,14,1.8,231,207,56,1.8,5,0.59,193,2,A00EM#F02.A068E$F27.A000P$F27.A001D$F27.A001N$F28.A07LG
5.158,"Frokostblanding, sjokoladesmak",Korn- og bakevarer,Korn- og bakevarer,1514,358,10,2.8,0.9,0,0,0.5,0.4,0,0.5,0,0.6,0.7,0.7,0.1,0,0,0,0,0,0,0,0.1,0.7,0,70.9,46.2,24.7,24.8,24.8,7,8.7,0.6,0,1,1,0,8,0,0.4,0.17,0.05,1.5,2.9,0.11,20,0,1,28,3.4,243,431,69,1.3,1,0.36,158,0,A00EL#F02.A06DZ$F04.A000L
5.375,"Frokostblanding, sjokoladesmak, Coco Pops Crunchers",Korn- og bakevarer,Korn- og bakevarer,1500,354,12,2.1,0.8,0,0,0.5,0.4,0,0.5,0,0.5,0.6,0.6,0,0,0,0,0,0,0,0,0,0.6,0,72.6,44.8,27.8,27.6,27.6,4,9.1,0.8,0,0,0,0,2,0,0.4,0.18,0.03,1,2.5,0.08,13,0,1,22,1.4,307,322,53,1.1,1,0.31,116,0,A00EF#F02.A068E$F27.A001M$F28.A07LG
5.395,"Frokostblanding, sjokoladesmak, Nestlé Nesquick",Korn- og bakevarer,Korn- og bakevarer,1527,362,9,3.4,0.9,0,0,0.5,0.4,0,0.6,0,0.6,0.9,0.9,0.1,0,0,0,0,0,0,0,0.1,0.9,0,69.1,47.6,21.5,22,21.9,11,8.4,0.5,0,1,2,0,13,0,0.4,0.16,0.07,2,3.4,0.13,27,0,0,34,5.4,180,540,85,1.5,2,0.42,200,0,A04QY#F08.A032H
5.474,"Fruktmüsli, frokostblanding, glutenfri, Finax",Korn- og bakevarer,Korn- og bakevarer,1562,372,0,4.7,0.5,0,0,0.3,0.1,0,1.5,0,1.5,1.9,1.8,0.1,0,0,0,0,0,0,0,0.1,1.8,0,61.8,41.8,20,13,13,25,8.1,1,0,59,117,0,703,0,2.6,0.19,0.13,1.4,2.8,0.15,42,0,22,53,1.9,401,179,61,0.8,0,0.17,122,0,A00EL#F02.A06DZ$F04.A000L$F10.A0B8L$F22.A07SH
5.093,"Fyrstekake, med epler",Korn- og bakevarer,Korn- og bakevarer,1308,312,37,12.9,5.3,0.7,0.7,1.9,1.2,0.1,4.6,0.1,4.3,2,1.5,0.5,0,0,0,0,0,0,0,0.5,1.5,32,42.9,21.4,21.5,18.3,18.3,2,4.9,0.2,0,126,131,121,60,1.7,1.8,0.07,0.04,0.4,1.3,0.05,5,0.1,1,18,0.5,84,98,13,0.3,2,0.06,60,6,A00CB#F04.A01DJ
5.094,"Fyrstekake, med mandler",Korn- og bakevarer,Korn- og bakevarer,1770,423,19,21.4,5.7,0.6,0.6,2.4,1.2,0.1,10.1,0.2,9.9,4.1,3.6,0.4,0,0,0,0,0,0,0,0.4,3.6,51,47.5,19.1,28.5,27.5,27.5,3,8.8,0.4,0,122,126,118,48,1.7,6,0.1,0.13,0.9,2.6,0.06,15,0.2,0,63,1.1,170,185,57,0.9,4,0.23,202,9,A00CB
5.524,"Glassnudler, kokt",Korn- og bakevarer,Korn- og bakevarer,892,210,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,51.9,0.2,0,0,0.3,0.1,0,0,0,0,0,0,0,0.1,0.08,0,0.1,0.1,0.03,0,0,0,15,1,3,4,2,0.3,5,0.05,19,0,A008E#F02.A06CZ$F28.A07GL
5.379,"Glassnudler, tørr",Korn- og bakevarer,Korn- og bakevarer,1464,345,14,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6,85.3,0.3,0,0,0.5,0.2,0,0,0,0,0,0,0,0.1,0.15,0,0.2,0.2,0.05,2,0,0,25,2.2,10,10,3,0.4,8,0.08,32,0,A008E
5.461,"Goro, småkake",Korn- og bakevarer,Korn- og bakevarer,1944,466,19,29.2,17.9,0.8,2.8,8.1,3,0.8,7.1,0.7,6.1,1.1,0.8,0.1,0,0,0,0,0,0,0,0.1,0.6,102,44.3,29.2,15.2,14.4,14.4,2,5.8,0.3,0,246,257,234,143,2.9,1.1,0.08,0.08,0.4,1.5,0.05,7,0.2,1,31,0.7,135,92,14,0.4,4,0.06,88,15,A009X#F02.A06DN$F28.A07HA
5.483,"Granola, hjemmelaget",Korn- og bakevarer,Korn- og bakevarer,1943,466,12,26,2.9,0,0.1,1.9,0.8,0,10,0.1,9.9,9.3,7.6,1.6,0,0,0,0,0,0,0,1.6,7.7,1,40.7,16.9,23.8,2.9,17.4,9,12.7,0.5,0,5,5,4,9,0.1,5.7,0.39,0.2,1.4,3.5,0.17,51,0,1,87,3.3,199,487,154,2.4,6,0.67,356,0,A00EL#F02.A06DZ$F04.A000L$F04.A014C$F04.A01ME$F28.A07GY
5.121,Grovbakstmel,Korn- og bakevarer,Korn- og bakevarer,1404,332,14,1.6,0.3,0,0,0.2,0,0,0.2,0,0.2,0.9,0.8,0.1,0,0,0,0,0,0,0,0.1,0.8,0,62.7,62,0.6,0,0,10,11.7,0,0,0,0,0,0,0,0.6,0.39,0.07,2.1,4,0.17,27,0,1,29,2,0,316,70,1.6,1,0.23,211,0,A004S#F02.A067Z$F03.A06JD$F27.A001M$F27.A0D9R$F28.A0C0A
